"MaTinh","TenTinh","MaQuanHuyen","TenQuanHuyen","MaPhuongXa","TenPhuongXa","LoaiHinh","LoaiDoThi"
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20506","Xã Thượng Đức","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20515","Xã Hà Nha","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20539","Xã Vu Gia","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20542","Xã Phú Thuận","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20551","Phường Điện Bàn","Phường",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20557","Phường Điện Bàn Bắc","Phường",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20569","Xã Điện Bàn Tây","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20575","Phường An Thắng","Phường",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20579","Phường Điện Bàn Đông","Phường",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20587","Xã Gò Nổi","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20599","Xã Nam Phước","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20611","Xã Thu Bồn","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20623","Xã Duy Xuyên","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20635","Xã Duy Nghĩa","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20641","Xã Quế Sơn","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20650","Xã Xuân Phú","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20656","Xã Nông Sơn","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20662","Xã Quế Sơn Trung","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20669","Xã Quế Phước","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20695","Xã Thạnh Mỹ","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20698","Xã La Êê","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20704","Xã La Dêê","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20707","Xã Nam Giang","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20710","Xã Bến Giằng","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20716","Xã Đắc Pring","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20722","Xã Khâm Đức","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20728","Xã Phước Hiệp","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20734","Xã Phước Năng","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20740","Xã Phước Chánh","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20752","Xã Phước Thành","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20767","Xã Việt An","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20770","Xã Phước Trà","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20779","Xã Hiệp Đức","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20791","Xã Thăng Bình","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20794","Xã Thăng An","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20818","Xã Đồng Dương","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20827","Xã Thăng Phú","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20836","Xã Thăng Trường","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20848","Xã Thăng Điền","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20854","Xã Tiên Phước","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20857","Xã Sơn Cẩm Hà","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20875","Xã Lãnh Ngọc","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20878","Xã Thạnh Bình","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20900","Xã Trà My","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20908","Xã Trà Liên","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20920","Xã Trà Đốc","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20923","Xã Trà Tân","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20929","Xã Trà Giáp","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20938","Xã Trà Leng","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20941","Xã Trà Tập","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20944","Xã Nam Trà My","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20950","Xã Trà Linh","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20959","Xã Trà Vân","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20965","Xã Núi Thành","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20971","Xã Tam Xuân","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20977","Xã Đức Phú","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20984","Xã Tam Anh","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","20992","Xã Tam Hải","Xã",""
"48","Thành phố Đà Nẵng","48","Thành phố Đà Nẵng","21004","Xã Tam Mỹ","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21025","Phường Cẩm Thành","Phường",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21028","Phường Nghĩa Lộ","Phường",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21034","Xã An Phú","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21040","Xã Bình Sơn","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21061","Xã Vạn Tường","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21085","Xã Bình Minh","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21100","Xã Bình Chương","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21109","Xã Đông Sơn","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21115","Xã Trà Bồng","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21124","Xã Thanh Bồng","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21127","Xã Đông Trà Bồng","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21136","Xã Cà Đam","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21154","Xã Tây Trà","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21157","Xã Tây Trà Bồng","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21172","Phường Trương Quang Trọng","Phường",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21181","Xã Thọ Phong","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21196","Xã Trường Giang","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21205","Xã Ba Gia","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21211","Xã Tịnh Khê","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21220","Xã Sơn Tịnh","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21235","Xã Tư Nghĩa","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21238","Xã Vệ Giang","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21244","Xã Trà Giang","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21250","Xã Nghĩa Giang","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21289","Xã Sơn Hà","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21292","Xã Sơn Hạ","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21307","Xã Sơn Linh","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21319","Xã Sơn Thủy","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21325","Xã Sơn Kỳ","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21334","Xã Sơn Tây Thượng","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21340","Xã Sơn Tây","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21343","Xã Sơn Tây Hạ","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21349","Xã Sơn Mai","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21361","Xã Minh Long","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21364","Xã Nghĩa Hành","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21370","Xã Phước Giang","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21385","Xã Đình Cương","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21388","Xã Thiện Tín","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21400","Xã Mộ Đức","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21409","Xã Long Phụng","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21421","Xã Mỏ Cày","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21433","Xã Lân Phong","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21439","Phường Đức Phổ","Phường",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21451","Phường Trà Câu","Phường",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21457","Xã Nguyễn Nghiêm","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21472","Xã Khánh Cường","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21478","Phường Sa Huỳnh","Phường",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21484","Xã Ba Tơ","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21490","Xã Ba Vinh","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21496","Xã Ba Động","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21499","Xã Ba Dinh","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21520","Xã Đặng Thùy Trâm","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21523","Xã Ba Tô","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21529","Xã Ba Vì","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21538","Xã Ba Xa","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","21548","Đặc khu Lý Sơn","Đặc khu",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23284","Phường Đăk Cấm","Phường",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23293","Phường Kon Tum","Phường",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23302","Phường Đăk Bla","Phường",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23317","Xã Ngọk Bay","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23326","Xã Ia Chim","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23332","Xã Đăk Rơ Wa","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23341","Xã Đăk Pék","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23344","Xã Đăk Plô","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23356","Xã Xốp","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23365","Xã Ngọc Linh","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23368","Xã Đăk Long","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23374","Xã Đăk Môn","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23377","Xã Bờ Y","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23383","Xã Dục Nông","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23392","Xã Sa Loong","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23401","Xã Đăk Tô","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23416","Xã Đăk Sao","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23419","Xã Đăk Tờ Kan","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23425","Xã Tu Mơ Rông","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23428","Xã Ngọk Tụ","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23430","Xã Kon Đào","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23446","Xã Măng Ri","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23455","Xã Măng Bút","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23473","Xã Măng Đen","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23476","Xã Kon Plông","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23479","Xã Đăk Rve","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23485","Xã Đăk Kôi","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23497","Xã Kon Braih","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23500","Xã Đăk Hà","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23504","Xã Đăk Pxi","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23510","Xã Đăk Ui","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23512","Xã Đăk Mar","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23515","Xã Ngọk Réo","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23527","Xã Sa Thầy","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23530","Xã Rờ Kơi","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23534","Xã Sa Bình","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23535","Xã Ia Đal","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23536","Xã Mô Rai","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23538","Xã Ia Tơi","Xã",""
"51","Tỉnh Quảng Ngãi","51","Tỉnh Quảng Ngãi","23548","Xã Ya Ly","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21553","Phường Quy Nhơn Bắc","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21583","Phường Quy Nhơn","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21589","Phường Quy Nhơn Tây","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21592","Phường Quy Nhơn Nam","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21601","Phường Quy Nhơn Đông","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21607","Xã Nhơn Châu","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21609","Xã An Lão","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21616","Xã An Vinh","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21622","Xã An Toàn","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21628","Xã An Hòa","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21637","Phường Tam Quan","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21640","Phường Bồng Sơn","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21655","Phường Hoài Nhơn Bắc","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21661","Phường Hoài Nhơn Tây","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21664","Phường Hoài Nhơn","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21670","Phường Hoài Nhơn Đông","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21673","Phường Hoài Nhơn Nam","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21688","Xã Hoài Ân","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21697","Xã Ân Hảo","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21703","Xã Vạn Đức","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21715","Xã Ân Tường","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21727","Xã Kim Sơn","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21730","Xã Phù Mỹ","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21733","Xã Bình Dương","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21739","Xã Phù Mỹ Bắc","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21751","Xã Phù Mỹ Đông","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21757","Xã Phù Mỹ Tây","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21769","Xã An Lương","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21775","Xã Phù Mỹ Nam","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21786","Xã Vĩnh Thạnh","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21787","Xã Vĩnh Sơn","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21796","Xã Vĩnh Thịnh","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21805","Xã Vĩnh Quang","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21808","Xã Tây Sơn","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21817","Xã Bình Hiệp","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21820","Xã Bình Khê","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21829","Xã Bình An","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21835","Xã Bình Phú","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21853","Xã Phù Cát","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21859","Xã Đề Gi","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21868","Xã Hội Sơn","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21871","Xã Hòa Hội","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21880","Xã Cát Tiến","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21892","Xã Xuân An","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21901","Xã Ngô Mây","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21907","Phường Bình Định","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21910","Phường An Nhơn","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21925","Phường An Nhơn Bắc","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21934","Phường An Nhơn Đông","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21940","Xã An Nhơn Tây","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21943","Phường An Nhơn Nam","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21952","Xã Tuy Phước","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21964","Xã Tuy Phước Bắc","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21970","Xã Tuy Phước Đông","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21985","Xã Tuy Phước Tây","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21994","Xã Vân Canh","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","21997","Xã Canh Liên","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","22006","Xã Canh Vinh","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23563","Phường Diên Hồng","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23575","Phường Pleiku","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23584","Phường Thống Nhất","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23586","Phường Hội Phú","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23590","Xã Biển Hồ","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23602","Phường An Phú","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23611","Xã Gào","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23614","Phường An Bình","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23617","Phường An Khê","Phường",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23629","Xã Cửu An","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23638","Xã Kbang","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23644","Xã Đak Rong","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23647","Xã Sơn Lang","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23650","Xã Krong","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23668","Xã Tơ Tung","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23674","Xã Kông Bơ La","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23677","Xã Đak Đoa","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23683","Xã Đak Sơmei","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23701","Xã Kon Gang","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23710","Xã Ia Băng","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23714","Xã KDang","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23722","Xã Chư Păh","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23728","Xã Ia Khươl","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23734","Xã Ia Ly","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23749","Xã Ia Phí","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23764","Xã Ia Grai","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23767","Xã Ia Hrung","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23776","Xã Ia Krái","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23782","Xã Ia O","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23788","Xã Ia Chia","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23794","Xã Mang Yang","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23798","Xã Ayun","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23799","Xã Hra","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23812","Xã Lơ Pang","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23818","Xã Kon Chiêng","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23824","Xã Kông Chro","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23830","Xã Chư Krey","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23833","Xã Ya Ma","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23839","Xã SRó","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23842","Xã Đăk Song","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23851","Xã Chơ Long","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23857","Xã Đức Cơ","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23866","Xã Ia Krêl","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23869","Xã Ia Dơk","Xã",""
"52","Tỉnh Gia Lai","52","Tỉnh Gia Lai","23872","Xã Ia Dom","Xã",""
